mid,tid,nama_merchant,peruntukkan,jenis,kanwil_no_rek,uker_no_rek,no_rek,cur_balance,kanwil_pemrakarsa,kanwil_nama_pemrakarsa,uker_pemrakarsa,uker_nama_pemrakarsa,user_pemrakarsa,kanwil_implementor,kanwil_nama_implementor,uker_implementor,uker_nama_implementor,group_code,group_name,sub_group_code,sub_group_name,last_available,status_available,last_utility,status_utility,last_transactional,status_transactional,is_mms,is_md_mms,longitude,latitude,sn_edc,merk_edc,versi_app,versi_app_mapped,status_reliability_pemrakarsa,status_reliability_implementor,alamat_merchant,kelurahan,kecamatan,kabupaten,provinsi,kodepos,pic,telp,tgl_pasang,last_pm_date,amt
001085170000,10018466,LUCKY,MERCHANT,RITEL,X,1190,11900100XXXXXX,20381854.00,X,"KANWIL PEKANBARU",1190,"KC Siak","00336980|PAUL ERIK PARANGINANGIN",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 19:22:05",2,"2025-10-01 19:21:30",2,"2025-10-01 19:21:30",2,1,1,,,000000021826072,Ingenico,00v2014.1.4.0.2,2014.1.4.0,1,1,"JL. SULTAN SYARIF KASIM NO. 10","KAMPUNG DALAM KEL",SIAK,"SIAK KAB.",RIAU,28621,HUSNI,007XXXXXX,2014-09-29,"2025-09-15 11:24:49",6
001091530000,10019328,"SIAK PONSEL",MERCHANT,RITEL,X,1190,11900100XXXXXX,0.00,X,"KANWIL PEKANBARU",1190,"KC Siak","00336980|PAUL ERIK PARANGINANGIN",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 20:19:49",2,"2025-10-01 20:19:49",2,"2025-10-01 20:19:49",2,1,1,,,000000022044078,Ingenico,00v2014.1.5.0.2,2014.1.5.0,2,2,"JL. GUNTUNG NO. 49 KEL. KAMPUN","DS/KEL LAINNYA",SIAK,"SIAK KAB.",RIAU,28671,ROSMALI,007XXXXXX,2014-09-11,"2025-09-04 16:32:51",6
001097070000,10020059,"MEGA GLORY",MERCHANT,RITEL,X,174,01740100XXXXXX,529887100.00,X,"KANWIL PEKANBARU",174,"KC Tanjung Pinang","00053408|RITA LESTARI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 04:01:39",1,"2025-10-01 21:12:08",2,"2025-10-01 21:12:08",2,1,1,,,000000021842746,Ingenico,00v2014.1.2.0.2,2014.1.2.0,3,3,"SETAJAM, DABO SINGKEP","TANJUNG PINANG TIMUR KEL.","TANJUNG PINANG BARAT","TANJUNG PINANG KOT.","KEPULAUAN RIAU",29122,JANUAR,08537XXXXXX,2014-09-11,"2025-09-27 15:59:19",6
001097310000,10020087,"INFOTECH COMPUTER",MERCHANT,RITEL,X,174,01740104XXXXXX,17087814.00,X,"KANWIL PEKANBARU",174,"KC Tanjung Pinang","00053408|RITA LESTARI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-29 12:43:27",2,"2025-09-23 15:14:36",3,"2025-09-23 15:14:36",3,1,1,,,000000021842758,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. KETAPANG NO 51","TANJUNG PINANG TIMUR KEL.","TANJUNG PINANG BARAT","TANJUNG PINANG KOT.","KEPULAUAN RIAU",29122,HENDY,077129182/08566XXXXXX,2014-09-13,"2025-09-18 14:57:53",6
001111240000,13218149,"GEMILANG SWALAYAN",MERCHANT,RITEL,X,175,01750100XXXXXX,140716271.00,X,"KANWIL PEKANBARU",175,"KC Tembilahan",,X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 00:00:32",1,"2025-09-30 15:51:57",2,"2025-09-30 15:51:57",2,1,1,,,000000071806686,Ingenico,00v2014.1.4.0.2,2014.1.4.0,1,1,"JL. M. BOYA NO. 31","TEMBILAHAN HILIR KEL     ","TEMBILAHAN               ","INDRAGIRI HILIR KAB.     ","RIAU                     ",29211,,000XXXXXX,0000-00-00,"2025-09-15 10:33:06",6
001125570000,11124193,EVOLUTION,MERCHANT,RITEL,X,1571,15710100XXXXXX,958636.00,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00286466|LIA HANDAYANI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-30 16:57:06",2,"2025-09-30 16:56:43",2,"2025-09-30 16:56:43",2,1,1,,,000000022242033,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"MALL PEKANBARU LT.1","TANGKERANG BARAT KEL     ","BUKIT RAYA               ","PEKANBARU KOT.           ","RIAU                     ",28282,,000XXXXXX,0000-00-00,"2025-09-18 15:18:09",6
001133300000,13231019,"TOKO FHAJAR",MERCHANT,RITEL,X,170,01700106XXXXXX,34941443.00,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-17 12:48:52",3,"2025-09-06 14:13:51",4,"2025-08-26 21:32:13",5,1,1,,,000000071493108,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. H. IMAM MUSNANDAR NO.270","TANGKERANG BARAT KEL     ","BUKIT RAYA               ","PEKANBARU KOT.           ","RIAU                     ",28282,"RUDI HADINATA",000XXXXXX,0000-00-00,"2025-09-06 14:13:51",6
001133310000,11231020,"MINIMARKET MAMMA MIA",MERCHANT,RITEL,X,1079,10790100XXXXXX,37209018.60,X,"KANWIL PEKANBARU",1079,"KC Pekanbaru Lancang Kuning",,X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 21:50:41",2,"2025-10-01 21:45:41",2,"2025-10-01 21:45:41",2,1,1,,,000000071797933,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. H. IMAM MUSNANDAR NO.386 H","TANGKERANG BARAT KEL     ","BUKIT RAYA               ","PEKANBARU KOT.           ","RIAU                     ",28282,KASMAN,007XXXXXX,2018-02-05,"2025-09-24 20:04:28",6
001142850000,11233822,"MEOONG CATSHOP",MERCHANT,"FMS RITEL",X,2115,21150100XXXXXX,6668303.18,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman",,X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 10:16:39",2,"2025-10-01 10:16:39",2,"2025-10-01 10:16:39",2,1,1,,,000000071790186,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. TERATAI ATAS NO. 143","SUKAJADI KEL             ","SUKAJADI                 ","PEKANBARU KOT.           ","RIAU                     ",28121,"KOMALA SARI",0000000000/00XXXXXX,0000-00-00,"2025-09-16 17:28:46",6
001146200000,13234404,"HAMRA BAN 2",MERCHANT,RITEL,X,2116,21160100XXXXXX,8518350.00,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman",,X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 17:19:20",2,"2025-10-01 17:19:20",2,"2025-10-01 17:19:20",2,1,1,,,000000071806234,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"KH. AHMAD DAHLAN NO. 17","WONOREJO KEL             ","SUKAJADI                 ","PEKANBARU KOT.           ","RIAU                     ",28125,SURYA,007XXXXXX,0000-00-00,"2025-09-16 13:34:05",6
001156460000,11236796,"SHARP ELEKTRONIK",MERCHANT,RITEL,X,159,01590100XXXXXX,36216506.20,X,"KANWIL PEKANBARU",159,"KC Dumai","00333894|MAHAGI PUTRA DERAF",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-28 14:32:01",2,"2025-09-21 19:56:47",3,"2025-09-21 19:56:47",3,1,1,,,000000071790391,Ingenico,00v2014.1.4.0.2,2014.1.4.0,2,2,"JL.SULTAN HASANUDDIN","DUMAI KOTA KEL           ","DUMAI TIMUR              ","DUMAI KOT.               ","RIAU                     ",28811,"LYON WAN",007XXXXXX,0000-00-00,"2025-09-18 10:33:23",6
001158320000,11237158,"NASWA BABY SHOP",MERCHANT,RITEL,X,170,01700106XXXXXX,9417371.20,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 18:16:09",2,"2025-10-01 18:15:38",2,"2025-10-01 18:15:38",2,1,1,,,000000071621064,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL.DURIAN NO.39","DS/KEL LAINNYA           ","PAYUNG SEKAKI            ","SOLOK KAB.               ","SUMATERA BARAT           ",27386,"TENGKU MARINA",076XXXXXX,0000-00-00,"2025-09-16 14:10:14",6
001158760000,11237208,"GRAND SELULLER",MERCHANT,RITEL,X,159,01590103XXXXXX,1021577.00,X,"KANWIL PEKANBARU",159,"KC Dumai","00281470|ANGGIA ADISTI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 16:23:10",2,"2025-09-13 15:32:29",4,"2025-08-29 14:06:35",5,1,1,,,000000071789923,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. SULTAN HASSANUDDIN NO. 36","DUMAI KOTA KEL           ","DUMAI TIMUR              ","DUMAI KOT.               ","RIAU                     ",28811,"LENA WATI",076XXXXXX,0000-00-00,"2025-09-13 15:31:39",6
001170750000,11241095,MACRO,MERCHANT,"FMS RITEL",X,171,01710100XXXXXX,5818100.60,X,"KANWIL PEKANBARU",171,"KC Selat Panjang",,X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:10",1,"2025-09-29 17:43:04",2,"2025-09-29 17:43:04",2,1,1,,,000000020154069,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. IMAM BONJOL","DS/KEL LAINNYA           ","TEBING TINGGI            ","BENGKALIS KAB.           ","RIAU                     ",28753,SUYANTO,082285267097/08228XXXXXX,0000-00-00,"2025-09-01 16:58:45",6
001171600000,11241341,"TOKO SINYAL PONSEL",MERCHANT,"FMS RITEL",X,171,01710100XXXXXX,55967190.20,X,"KANWIL PEKANBARU",171,"KC Selat Panjang",,X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:31:01",1,"2025-09-05 11:38:36",4,"2025-09-05 11:38:36",4,1,1,,,000000020154718,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. IMAM BONJOL","DS/KEL LAINNYA           ","TEBING TINGGI            ","BENGKALIS KAB.           ","RIAU                     ",28753,SUGIYANTO,082285267097/08228XXXXXX,0000-00-00,"2025-09-03 09:30:25",6
001180050000,11248560,"PESONA SWALAYAN",MERCHANT,RITEL,X,1774,17740100XXXXXX,414556394.05,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 21:13:22",2,"2025-10-01 21:13:01",2,"2025-10-01 21:13:01",2,1,1,,,000000020154578,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. GARUDA SAKTI NO. 25B","REJOSARI KEL             ","BUKIT RAYA               ","PEKANBARU KOT.           ","RIAU                     ",28281,"RUDY ANTONY",08526XXXXXX,2023-05-26,"2025-09-11 12:14:41",6
001182680000,11249157,"TOKO CENTRAL ELEKTRONIK",MERCHANT,"FMS RITEL",X,159,01590108XXXXXX,55081826.00,X,"KANWIL PEKANBARU",159,"KC Dumai","00333894|MAHAGI PUTRA DERAF",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:45:28",1,"2025-10-01 12:17:31",2,"2025-10-01 12:17:31",2,1,1,,,000000071806745,Ingenico,00v2014.1.4.0.2,2014.1.4.0,1,1,"JL.SULTAN SYARIEF KASIM","DUMAI KOTA KEL           ","DUMAI TIMUR              ","DUMAI KOT.               ","RIAU                     ",28811,ABENG,0811766333/081XXXXXX,0000-00-00,"2025-09-27 15:10:54",6
001182920000,11249294,"TOKO WIJAYA",MERCHANT,RITEL,X,159,01590100XXXXXX,17478082.20,X,"KANWIL PEKANBARU",159,"KC Dumai","00281470|ANGGIA ADISTI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 17:47:16",2,"2025-09-27 14:47:55",2,"2025-09-27 14:47:55",2,1,1,,,000000071790358,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. S.S KASIM NO. 204","DUMAI KOTA KEL           ","DUMAI TIMUR              ","DUMAI KOT.               ","RIAU                     ",28811,ZERLINANDA,007XXXXXX,0000-00-00,"2025-09-03 15:42:26",6
001185730000,11249973,"FAMILY SWALAYAN",MERCHANT,RITEL,X,159,01590100XXXXXX,117664564.00,X,"KANWIL PEKANBARU",159,"KC Dumai","00333894|MAHAGI PUTRA DERAF",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 00:00:22",1,"2025-10-01 21:53:16",2,"2025-10-01 21:53:16",2,1,1,,,000000020153441,Ingenico,00v2014.1.4.0.2,2014.1.4.0,1,1,"JL. PROF. M. YAMIN","DUMAI KOTA KEL           ","DUMAI TIMUR              ","DUMAI KOT.               ","RIAU                     ",28811,"LE TJENG",076XXXXXX,0000-00-00,"2025-09-05 10:48:38",6
001185910000,11250016,"TOKO BATAM JAYA ELEKTRONIK",MERCHANT,RITEL,X,696,06960100XXXXXX,902067322.00,X,"KANWIL PEKANBARU",696,"KC Pekanbaru Tuanku Tambusai","00222186|DARMA SAPUTRA",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 16:41:47",2,"2025-10-01 11:45:52",2,"2025-10-01 11:45:52",2,1,1,,,000000020185315,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. TUANKU TAMBUSAI NO. 18 D","SUKAJADI KEL             ","DUMAI TIMUR              ","DUMAI KOT.               ","RIAU                     ",28812,ASMAH,007XXXXXX,0000-00-00,"2025-09-03 15:02:32",6
001186470001,11250100,"CAMO STORE",MERCHANT,RITEL,X,159,01590100XXXXXX,140874385.00,X,"KANWIL PEKANBARU",159,"KC Dumai","00299393|OKTAVIANTI YULIANDARI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-29 11:00:17",2,"2025-09-29 11:00:17",2,"2025-09-24 19:26:45",3,1,1,,,000000020153845,Ingenico,00v2014.1.5.0.2,2014.1.5.0,2,2,"JL.NATUNA NO.82","BUKIT DATUK KEL          ","DUMAI BARAT              ","DUMAI KOT.               ","RIAU                     ",28825,ZERLINANDA.Z,000XXXXXX,0000-00-00,"2025-09-29 10:58:46",6
001190540000,11251075,"PRIMA ELEKTRONIK",MERCHANT,RITEL,X,170,01700100XXXXXX,12223515.00,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 16:16:12",2,"2025-10-01 16:15:46",2,"2025-10-01 16:15:46",2,1,1,,,000000020660825,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. JENDERAL SUDIRMAN NO. 299","SUMA HILANG KEL          ","PEKANBARU KOTA           ","PEKANBARU KOT.           ","RIAU                     ",28111,"FATTRO CHIATLIN",07612362XXXXXX,2023-06-30,"2025-09-13 15:39:23",6
001192770000,11251632,"DUTA PONSEL",MERCHANT,RITEL,X,1571,15710100XXXXXX,56967079.20,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-27 19:13:42",2,"2025-09-27 18:52:30",2,"2025-09-27 18:52:30",2,1,1,,,000000020660912,Ingenico,00v2014.1.0.1.2,2014.1.0.1,1,1,"MALL PEKANBARU","KOTA BARU KEL            ","PEKANBARU KOTA           ","PEKANBARU KOT.           ","RIAU                     ",28114,KUSNAN,000XXXXXX,0000-00-00,"2025-09-18 10:30:48",6
001195760000,11252983,"KENN CELLULAR",MERCHANT,RITEL,X,159,01590102XXXXXX,4476736.00,X,"KANWIL PEKANBARU",159,"KC Dumai","00281470|ANGGIA ADISTI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 23:10:26",2,"2025-09-30 17:24:09",2,"2025-09-30 17:24:09",2,1,1,,,000000021821052,Ingenico,00v2015.1.6.0.2,,1,1,"JL. TAKARI NO. 271/5C","DUMAI KOTA KEL           ","DUMAI TIMUR              ","DUMAI KOT.               ","RIAU                     ",28811,ROSTINA,000XXXXXX,0000-00-00,"2025-09-05 16:10:30",6
001511980000,11258195,"KEVIN FASHION",MERCHANT,RITEL,X,2,00020102XXXXXX,2481625.20,X,"KANWIL PEKANBARU",2,"KC Bagan Siapi api","00333931|AHMAD TAYAR",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 00:00:14",1,"2025-09-27 14:40:46",2,"2025-09-27 14:40:46",2,1,1,,,,,,,1,1,"JL. SENTOSA","BAGAN KOTA KEL           ","BANGKO                   ","BAGANSIAPIAPI KOT.       ","RIAU                     ",28911,DARMAN,000XXXXXX,0000-00-00,"2025-09-12 14:51:42",6
001514530000,11259373,"GOLDWIN PONSEL 1",MERCHANT,RITEL,X,170,01700104XXXXXX,66048175.00,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-09-22 11:58:35",3,"2025-09-07 14:23:20",4,"2025-08-30 16:07:14",5,1,1,,,000000071621831,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. DURIAN NO. 22A","TAMPAN DS                ","TAMPAN                   ","PEKANBARU KOT.           ","RIAU                     ",28292,JAYUS,000XXXXXX,0000-00-00,"2025-09-07 14:22:30",6
001515180000,11259456,"TOKO MAS INDONESIA",MERCHANT,RITEL,X,159,01590100XXXXXX,27381031.00,X,"KANWIL PEKANBARU",159,"KC Dumai","00281470|ANGGIA ADISTI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 16:29:49",2,"2025-09-28 12:38:37",2,"2025-09-28 12:38:37",2,1,1,,,000000020154035,Ingenico,00v2015.1.6.0.2,,1,1,"JL. JEND. SUDIRMAN NO. 339","SUKAJADI KEL             ","DUMAI TIMUR              ","DUMAI KOT.               ","RIAU                     ",28812,NINA,007XXXXXX,0000-00-00,"2025-09-27 11:32:03",6
001516540000,11259888,"TOKO JAM ABAS",MERCHANT,RITEL,X,1614,16140100XXXXXX,837607765.80,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman","00182257|ZULFAHRI NAIM",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 19:49:12",2,"2025-09-28 13:47:44",2,"2025-09-28 13:47:44",2,1,1,,,000000071789880,Ingenico,00v2014.1.4.0.2,2014.1.4.0,1,1,"JL. TUANKU TAMBUSAI NO. 26 A","WONOREJO KEL             ","SUKAJADI                 ","PEKANBARU KOT.           ","RIAU                     ",28125,BASIRUDDIN,007XXXXXX,2023-05-26,"2025-09-17 10:28:52",6
001517210000,11260008,"GEMAR BARU",MERCHANT,RITEL,X,666,06660100XXXXXX,9003999.20,X,"KANWIL PEKANBARU",666,"KC Perawang","00286667|FAJAR EL FAHD",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 16:39:32",2,"2025-10-01 16:39:00",2,"2025-10-01 16:39:00",2,1,1,,,000000071516849,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"PASAR PERAWANG KM. 4","DS/KEL LAINNYA           ","TUALANG                  ","SIAK KAB.                ","RIAU                     ",28653,RUSLAN,000XXXXXX,0000-00-00,"2025-09-25 10:43:44",6
001525720000,11262547,"PING KARAOKE KELUARGA&CAFE",MERCHANT,RITEL,X,159,01590103XXXXXX,6881599.80,X,"KANWIL PEKANBARU",159,"KC Dumai","00299393|OKTAVIANTI YULIANDARI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-02 03:45:19",1,"2025-09-30 16:53:51",2,"2025-09-30 16:53:51",2,1,1,,,000000021330972,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. SULTAN HASANUDDIN RT. 017","PURNAMA KEL              ","DUMAI BARAT              ","DUMAI KOT.               ","RIAU                     ",28823,SUPARDJO,000XXXXXX,0000-00-00,"2025-09-03 14:15:50",6
001527450000,11262770,"TOKO AROMA",MERCHANT,RITEL,X,159,01590100XXXXXX,774233972.32,X,"KANWIL PEKANBARU",159,"KC Dumai","00299393|OKTAVIANTI YULIANDARI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-29 00:01:49",2,"2025-09-27 12:14:40",2,"2025-09-27 12:14:40",2,1,1,,,000000071631860,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. SULTAN HASANUDIN NO. 257","BUKIT DATUK KEL          ","DUMAI BARAT              ","DUMAI KOT.               ","RIAU                     ",28825,KARMILA,007XXXXXX,0000-00-00,"2025-09-27 10:46:01",6
001527920000,11263089,"APOTEK NEW HUSADA",MERCHANT,RITEL,X,159,01590101XXXXXX,2816958.00,X,"KANWIL PEKANBARU",159,"KC Dumai","00333894|MAHAGI PUTRA DERAF",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-09-30 20:05:17",2,"2025-09-30 20:04:47",2,"2025-09-30 20:04:47",2,1,1,,,000000021843041,Ingenico,00v2015.1.6.0.2,,1,1,"JL. PROF M YAMIN NO. 82","RIMBA SEKAMPUNG KEL      ","DUMAI BARAT              ","DUMAI KOT.               ","RIAU                     ",28822,"ONTIRA MANTIKA",000XXXXXX,0000-00-00,"2025-09-05 10:19:23",6
001528610000,11263557,"WW PONSEL",MERCHANT,RITEL,X,2210,22100100XXXXXX,312309.00,X,"KANWIL PEKANBARU",170,"KC Pekanbaru Sudirman",,X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI",X,"KANWIL PEKANBARU",PCS,"PT. PASIFIK CIPTA SOLUSI","2025-10-01 15:06:08",2,"2025-09-28 19:07:45",2,"2025-09-28 19:07:45",2,1,1,,,000000020739089,Ingenico,00v2014.1.0.1.2,2014.1.0.1,1,1,"JL. HANGTUAH NO. 206 D","TANGKERANG BARAT KEL     ","BUKIT RAYA               ","PEKANBARU KOT.           ","RIAU                     ",28282,HENDRI,000XXXXXX,2023-05-26,"2025-02-27 12:43:47",6
001528670000,11263564,"TOKO MAS TUNAS BARU",MERCHANT,RITEL,X,159,01590100XXXXXX,93719226.00,X,"KANWIL PEKANBARU",159,"KC Dumai","00317968|SISKA WAHYUNI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 20:32:08",2,"2025-10-01 17:30:02",2,"2025-10-01 17:30:02",2,1,1,,,000000020659509,Ingenico,00v2014.1.5.0.2,2014.1.5.0,2,2,"JL. JEND. SUDIRMAN NO. 110","PURNAMA KEL              ","DUMAI BARAT              ","DUMAI KOT.               ","RIAU                     ",28823,"TAUFIK SALBI",007XXXXXX,0000-00-00,"2025-09-24 11:22:12",6
001528760000,11263579,"TOKO EMAS BERLIAN",MERCHANT,RITEL,X,159,01590103XXXXXX,50303918.40,X,"KANWIL PEKANBARU",159,"KC Dumai","00299393|OKTAVIANTI YULIANDARI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI",X,"KANWIL PEKANBARU",BGT,"PT. BRINGIN INTI TEKNOLOGI","2025-10-01 20:09:37",2,"2025-10-01 16:14:13",2,"2025-10-01 16:14:13",2,1,1,,,000000071621122,Ingenico,00v2014.1.5.0.2,2014.1.5.0,1,1,"JL. JEND. SUDIRMAN NO. 325","SUKAJADI KEL             ","DUMAI TIMUR              ","DUMAI KOT.               ","RIAU                     ",28812,ZAMAL,076XXXXXX,0000-00-00,"2025-09-27 11:27:03",6
